text,label
daryouz yangiklari kech yetib keladi,negative
kunuz da xabarlar kech yetib keladi,negative
imo messengerida juda kop trafikyoqotiladi,negative
yuklab olishda kop quvvat talab qiladi zarari kop,negative
dasturga kirilganda ishlash tezligi kamayadi,negative
bu dastur o'rnatilganda odamlarning vaqti o'g'irlanadi,negative
bunga odomlar mukkasidan ketishi va natijada bir nechta salbiy oqibatlar yuzaga kelishi mumkin,negative
telefonda xotira kam bo'lganda telfonning гѓгђг‹г…гђг…гџsiga kirmaydi,negative
bu lug'atga ko'p so'zlar kiritilmagan,negative
bunga kirilganda qotib qolish holati kuzatiladi,negative
ilovaga kirilganda har safar internet orqali yuklash kerak,negative
bu insonlarning fikrini yomon tarafga aylantirishi mumkin,negative
bu lug'atdan o'zbekcha so'zni ruschaga o'tkazayotganda ham kril alfafitidan foydalanish kerak lotinnikida emasbu menga qiyinchilik tug'diradi,negative
bundan rasm yuborilganda rasm ketmasligi yomon,negative
bu darsturga kirilganda har xil foydasiz reklamalar ko'p keladi,negative
bu dastur odamlarning miyasini zaharlaydi,negative
bu ayniqsa yosh bolalar uchun juda ham zararli,negative
bu dasturni yuklab olib bo'lmaydi,negative
bu diskni komyuterga yoki boshqa diskka ko'chirib olib bo'lmaydi,negative
dasturga kirilganda ishlash tezligi kamayadi,negative
bu dastur o'rnatilganda odamlarning vaqti o'g'irlanadi,negative
bunga odomlar mukkasidan ketishi va natijada bir nechta salbiy oqibatlar yuzaga kelishi mumkin,negative
telefonda xotira kam bo'lganda telfonning гѓгђг‹г…гђг…гџsiga kirmaydi,negative
bu lug'atga ko'p so'zlar kiritilmagan,negative
bunga kirilganda qotib qolish holati kuzatiladi,negative
ilovaga kirilganda har safar internet orqali yuklash kerak,negative
bu insonlarning fikrini yomon tarafga aylantirishi mumkin,negative
bu lug'atdan o'zbekcha so'zni ruschaga o'tkazayotganda ham kril alfafitidan foydalanish kerak lotinnikida emasbu menga qiyinchilik tug'diradi,negative
bundan rasm yuborilganda rasm ketmasligi yomon,negative
bu darsturga kirilganda har xil foydasiz reklamalar ko'p keladi,negative
bu dastur odamlarning miyasini zaharlaydi,negative
bu ayniqsa yosh bolalar uchun juda ham zararli,negative
bu dasturni yuklab olib bo'lmaydi,negative
bu diskni komyuterga yoki boshqa diskka ko'chirib olib bo'lmaydi,negative
ilova ishlash jarayonida har hil rekalamalar keladi,negative
ilova dizayn jihatdan juda oddiy va did jihatdan yaxshi ko'rinishga ega emas,negative
ilova bilan ishlash jarayonida bir fayldan nusxa olinganda va asl nusxasi o'chirilganda nusxa olingan fayl ham o'chib ketishi,negative
ilova bilan ishlash jarayonida ma'lumot almashish jarayoni tezroq amalga oshmasligi,negative
hisoblash ishlari bajarish jarayoni juda aniq bajarilmaydi,negative
tarjima qilishda foydalaniladigan dasturlar juda aniqlikda tarjima qilmaydi,negative
o'yin dasturlari ichida vaqtni bekorga sarf bo'lishiga sabab bo'ladigan o'yinlar ko'p,negative
ba'zi o'yin daturlarning programmasi mukammal tuzilmagan,negative
telegram dasturida bir mavzuga oid ma'lumotlar jamlangan kanallarga bu mavzuga umuman oid bo'lmagan ma'lumotlar tashlanishi,negative
o'yin daturlariga kirish jarayoni tez amalga oshmasligi,negative
tarjimon ilovalardan foydalanganda shu ma'lumotga oid malu'motlarning ko'p chiqmasligi,negative
telegram ilovasida xabarlarni o'qish uchun ko'rstilgan adresga kirilganda umuman boshqa ma'lumotlarning chiqishi,negative
ilova dasturida imlo jihatdan kamchiliklar bor,negative
yangilanish jarayonining ko'p vaqt davomida amalga oshishi va hisobdan ko'proq mb yechib olishi,negative
tarjimon ilovalarda tezkor qidirish davomida kamchiliklar bo'lishi,negative
o'yin ilovalarida bolalar psixologiyasiga salbiy ta'sir ko'rsatadi,negative
ilovani ishlash tezligi yaxshi emas,negative
dastur tuzish uchun foydalaniladigan ilovalar bilan ishlashda asosiy oynani ochilishi ko'p vaqt talab etadi,negative
internetdan ba'zi fayllar yuklab olinganda viruslarning ham avtomatik o'tishi,negative
telegramning bir joyi menga yoqmaydiuning menga yoqmaydigan tomoni bir no'merdan telegram ochgan nomerni blokga qo'ysam u no'merdagi telegramni delete account qilib ochsa yana qaytadan blokdan chiqadishu joyi bo'lmaydi,negative
shareit ma'lumot uzatishga qulayammo undagi reklamalar va bildirishnomalar menga yoqmaydiular meni asabimga tegadi,negative
word excel va shu turdagi ilovalarni ochish uchun tez tez ularni yangilab turish lozimbo'lmasa yozuvda hatoliklar bo'ladi,negative
play music ilovasida hotiradagi hamma qo'shiqlarni o'qiydimen ingliz tilidan ko'p treklardan foydalanamanammo musiqa tinglaganimda shu treklar ham qo'yiladiular qo'yilmasaya'ni men belgilagan qo'shiqlar qo'yilsa yaxshi bo'lardi,negative
grapher free ilovasida triganometrik funksiyalarni ifodalab bo'lmaydi,negative
java dasturlash tilidan darslar ilovasida til fayllari yaxshi ishlamaydiboshqacha belgilarni to'rtburchakka olib qo'yadiko'pchilik matnlari tushunarsiz,negative
galareya ilovasidarasmlarni o'zidan o'zi bulut xotirasiga o'tkazadiuni o'chirib tashlamoqchi bo'lganingda esa qaytadan bulutdan yuklab ulish lozim,negative
google danfoydalanganimda kerakli ma'lumotlar bilan birga turli hil reklamalarni ha chiqaradi,negative
piano lessons dasturida pianinadan foydalaning noqulaymenimcha pianina hajmini kichraytirish lozim,negative
piano lessons dasturida o'zidagi musiqalar kamdizayni ham yaxshi tuzilmagan,negative
piano lessons ilovasida musiqan o'rgatish tezligi yoqoriqaysi klavish bosilganini sezmay qolasanyomon tomoni shunda,negative
musixmatch ilovasida qo'shiqning matnini topish qiyin,negative
musixmatch ilovasidamatinni har gal qaytadan yuklash lozim,negative
musixmatch ilovasining interfeysi yaxshi tuzilmaganko'zga ko'rimsiz,negative
musixmatch ilovasida qo'shiqning matnlarida biroz hatoliklar bo'ladiasosan inglizcha qo'shiqlarda,negative
djvu reader ilovasida kitobni faqat garizontal holatda ongdan chapga qarab ochish mumkinvertiqal yuqoridan pastga qarab varaqlash mumkin emas,negative
djvu reader ilovasida kitobning u boshidan bu boshiga borish qiyin,negative
djvu reader ilovasida kitobni o'zingiz import qilishingiz kerak shu joyi yomon,negative
djvu reader ilovasida biror so'z yoki gapni qidirib bo'lmaydibu kitobdan foydalanishni sekinlashtiradi,negative
english uzbek dictionary ilovasida ba'zi sozlarning tarjimasi yo'q,negative
english uzbek dictionary ilovasida so'z birikmalarini tarjima qilib bo'lmaydi,negative
text on photo ilovasida metn ranglari yaxshi emaschiroyli ranglar yo'q,negative
text on photo ilovasida matnning yozilish shakli kamchiroyli matn shakllari yo'q,negative
telegram ning theme menyusida yaxshi ranglar yo'q,negative
telegramda bazi guruxlardan va kanallardan kelgan habarlarni ochib o'qiganinggizdan keyin hamyana keyingi safar kirganinggizda o'qilmagan qilib turadiammo shu habarlar bo'ladibu yaxshimas,negative
video show ilovasining effects menyusi yaxshi emashar gal effektlarni internetdan yuklab olish lozim,negative
video show ilovasining tools menyusida qirqish bandi yo'qbu yaxshimas,negative
video show ilovasida ovozni sozlash imkoniyati yo'q,negative
video show ilovasida rasmlar oralig'i va effektlarni namoyish qilish vaqtini har bir rasmga birma bir sozlash lozimbu esa ko'p vaqtni oladi,negative
video show ilovasida tayyorlangan klipning va musiqaning vaqt hajmlarini solishtirib ko'rsatmaydibu ayrim hatoliklarga olib keladi,negative
fecebook menga yoqmaydichunki uning interfeysidan foydalanish noqulayshaxsan menga yoqmagan,negative
fecebookda ma'lumotlar umumiyligiular tez tarqalishi yomonundagi shaxsiy suratlar hammaga ko'rinib turadi,negative
document scanner pro ilovasida rasmga ilingandokument sifati yaxshimasuni juda qoraytirib yuboradi,negative
document scanner pro ilovasida ketma ket olingan rasmlarni bir fayl qilmaydiaksincha ularni alohida alohida fayl qiladi,negative
telegramda gurux yaratayotganda unda lichkaga yozishni taqiqlash bandi yo'qshu joyi yomonmasalan guruxga a'zo bo'lsangiz faqat shu guruxda yozish mumkin bo'lsagurux orqali lichkaga o'tib bo'lmasligi lozim,negative
mathformulasda matematik formilalar extiyojlarni qondiradigan darajada ko`p emas,negative
grafik chizadigan dasturlarni mukammal deyish juda juda qiyin,negative
mobil donni yoqiq turgan paytda youcam beatifule singari rasmga tushish dasturlaridan foydalanib bo`lmaydi,negative
internetdan nimadir olib o`rnatsang telefonning yoki netbookning ishlash faoliyani susayadi,negative
online to`lov tizimida hohlagan joyga to`lov o`tkazish imkoniyati mavjud emas,negative
bir telefon nomerdan 2telefonda telegram va boshqalarni o`rnatib foydalanish mumkin,negative
ilovaga kirish paytda sorovlar juda ko'p,negative
registratsiyada juda ko'p reklama keladi,negative
serverda muammolar ko'p,negative
ba'zi ilovalar ko'p joy egallaydi,negative
ortiqcha to'lovlar ko'p,negative
ilova o'rnatganda ortiqcha mablag' talab qiladi,negative
ba'zi ilovalar sekin ishlaydi,negative
ilova yomon ishlaydi,negative
sotib olishga arzimaydi,negative
ilovaga kirganda keraksiz ma'lumotlar juda ko'p chiqadi,negative
ba'zi ilovagalarga kirib bo'maydi,negative
ilovadan foydalanganda ilova toxtab qoladi,negative
buyurtma yetkazishda xatolar bor,negative
buyurtma yetib kelmaydi,negative
ilovalar ko'p vaqt talab qiladi,negative
ba'zi ilovadan foydalanish uchun boshqa davlat vpmlaridan ro'yhatdan o'tish kerak,negative
ijtimoiy tarmoqlardagi ba'zi bir ilovalarni yuklab olganda o'z vazifasini bajarmaydi,negative
ijtimoiy tarmoqdagi ilovalar yolg'ondan berilgan,negative
ijtimoiy tarmoqlarda tanimaganlar odamlar bilan aloqa qilish,negative
o'rnatgan ilovalar ishlamaydi,negative
ilovalarni ko'p vaqt oladi va o'zig tortadi,negative
ilovalar o'ziga moyillik talab qiladi,negative
ko'p ilova ochilgan paytda ilovalar to'xtab to'xtab ishlaydi,negative
ko'p ilovalar yuklanganda qurilma ishdan chiqadi,negative
sistema ishga tushmaydi,negative
qurulmani ishdan chikaradi yaki bazi funksiyalarni toxtatip koyadi,negative
dastur qurulmaga togri kelmaydi,negative
faqatgina trafik yordamidaishlaydi,negative
ilovaniba'zifunksiyalariishlamaydi,negative
ilovadakeraksiz reklamalar kelaveradi,negative
ilovaninghajmijuda katta,negative
ilovaningqurilmagamosversiyasinitopish qiyin,negative
ilovaga kelgan rasmalarni gahida acadi gahida esa ozidan ozi yoq bolup kaladi,negative
dastur qurulmagavirus tarqatadi,negative
kop ilovalarga yangi bir dastur ornatilsa yahshi ishlamaydi,negative
kop ilova dasturlarida rasmlar oz korinishin yokatip koyadi,negative
ilovatalabgajavobbermaydi,negative
dasturni yuklab olib bo'lmaydi va faqatkodso'raydi,negative
dasturda behayo rasmlar vavideofayllarko'preklamaqilinadi,negative
dasturko'pinchaishlamayqoladiyokidasturto'xtatildideb dasturdanchiqib ketadi,negative
dasturtushunarliommabop hammabiladigan tildaishlanmagan,negative
dasturgakirishingizbilan dasturishlamayqurilmaqotibqoladi yokidasturdanchiqibketadi,negative
dasturniishgatushirgandao'zvazifalarinibajarmayumummanboshqavazifalarnibajaradi,negative
dasturkeraklivaqtdaishlamaydi,negative
ilovako'pvaqtdaishgatushadi,negative
ko'pmarta shudasturniyangilashniso'raydi,negative
dastur ishlashtezligi yaxshiemas,negative
ilova maxfiyliknisaqlamaydi yokiilovanio'zidankodlabbo'lmaydi,negative
ilovadagibazifunksiyalartrafikyordamida ishlaydi,negative
dastur kaytakayta yangilanish soraydi,negative
dasturda sotibolmoqchibo'lganmateriallarniyetkazibberish tezligisekin,negative
dasturdayozuvlarjudakam dasturgatushinishqiyinchiliktug'diradi,negative
dastur parametrlari to'liqshakllanmagan,negative
dasturni yuklashdaqayta qaytalogin yoki parolso'raydikiritgandanso'ng ham yuklab bo'lmaydi dasturni,negative
ilovaniishlatganda qurilmadagiba'zifunksiyalarishdanchiqadi,negative
ba'ziijtimoiytarmoqlarniqurilmagayuklab ilovaniishgatushirganda hammado'stlargaxabarberishi yoqmaydi,negative
ilovadako'rsatmayo'lyo'riqlar yetarlicha ko'rsatilmagan,negative
kop ilovalar matematik formulalarni o'qib bilmaydi shu sababli ham yena bir dastur o'tkazish kerak,negative
kerak bolgan dasturlarimizi ichiga kerakmas dasturlar joylashgan,negative
bemalol gaplasholmayabmanqotib ishlaydi,negative
reklamalar ko'pmb ko'p ketadi bu yoqmidi,negative
umuman keragi yo'q pragrammamazza qilib ishlatib bo'lmaydikerak paytida ishlamay qoladibu esa asabimni buzadi,negative
ko'p vaqtni oladiishlatishga arzimaydi,negative
bu ilovani yuklab olish jarayoni ko'p vaqtimni oldibu menga yoqmadi,negative
bir tiyinga arzimas programma,negative
bu programmani ishlatishga bekorchi vaqtim yo'q,negative
videoqo'ng'iroq qilib gaplashayotgan paytda qotib qoladi,negative
programmani ishlatgan paytda internet yonib turgan bo'lsa reklama kelaveradibularning dastidan bu ilovani ishlatishga qiynalaman,negative
ilovada ovozli musiqalar did bilan tanlanmagan menga yoqmadichiroyli musiqalar tanlash mumkin edi menimcha,negative
ilovaning tashqi ko'rinishi yoqmadiyorqin ranglar uyg'unligidan foydalanish kerak edi,negative
programmani ishlatgan vaqtimda ovozi birdan chiqib ketadi bu menga yoqmadi,negative
bu programma ustida didsiz odam ishlagani ko'rinib turubdiilovaning tashqi ko'rinishiga e'tibor berish kerak edi,negative
ilovani tuzgan dasturchini kallasida ish bor,negative
dasturchini ko'rinishi yoqmadi,negative
yoqimsiz,negative
o'ta ketgan darajada bemanilik,negative
zamonaviy tarzda ishlashi kerakbu esa eski uslubda ishlayveradi,negative
yangilik kiritish kerak edibu programmani boshqalaridan farqi yo'q,negative
ilovani ishlatayotgan paytda internetdan uzulib qoladibu meni jig'imga tegdi,negative
rasmlarni teztez ochmaydikutishga vaqtim yo'q,negative
kantakt qo'shishda qiynaldim,negative
profildagi rasmlarni almashtirish ko'p vaqtimni oldi,negative
bloklagan kontaktlarim blokdan chiqib ketyapti,negative
programmani ishlatayotgan vaqtimda reklamalar kelmasligini xohlayman,negative
programmani o'zim xohlagan tilda ishlata olmadim,negative
ilova ishlashida kamchilik ko'p,negative
yaratgan ilovang o'zingga siylov,negative
sotib olishga arzimaydi,negative
bir tiyinga qimmat foydasiz programma bolibdi,negative
ichidan kodlanib qoldiochib bo'lmayabdi,negative
do'stimni nomidan programmani ishlatolmadim,negative
programmani ulashga qiynalyabman,negative
programma foydalanuvchilarining profilga har xil suratlar qo'yishi yoqmidi,negative
dasturchi bilan bog'lanish qiyin,negative
programmachi bildirgan fikrimga tezda javob yozmadiikkiuch kun kutdim,negative
ko'p notification kelib turibdi,negative
ikkiuch marta o'yinda yutqizgandan keyin programmadan chiqib ketyabdiizidan davom qildirish uchun 1520 minut vaqt so'rayapdi,negative
programma kompyuterda ishlayabdi ammo telefonda bemalol ishlata olmayabman qotib qoladi,negative
ilovani o'zim uchun ichidan kodlash imkoni yo'qkodlash uchun ham applock programmasini sotib olishga majbur bo'ldim,negative
qo'ng'iroqni faqat gaplashilgan joyini yozib olishini xohlaymangudok borgan yo bormaganlarini ham yozaveradikeyin ularni o'chirib chiqishga majbur bo'lyapman,negative
qo'ng'iroqlarni yozilishi chegaralanganto'lib qoladi,negative
qo'ng'iroqlarni bir vaqtlari yozadibir vaqtlari yozmidi,negative
programma juda ko'p yangilanish so'raydiyangilanish qilishga ko'p trafik ketadi,negative
meni ruxsatimsiz internatimni ishlatgan vaqtimda ilova o'zo'zidan yangilanib ketmoqda bu menga umuman yoqmaydi,negative
ilova internetsiz ishlamaydi,negative
ilova telefon turini saylab ishlaydioddiyroq telefonlarda ishlatishni imkoni yo'q,negative
har xil qo'shiq eshtish ilovalarida yoqmagan qo'shiqlarni telefon xotirasi yoki fleshkadan o'chirib yuborish imkoni yo'q,negative
ilovada videofayl yuborish ko'p vaqtimni oladi,negative
ilovani ishlatganda kontaktimdagi odamlar profil rasmlarini o'zgartirsa menga xabar kelaveradi bu menga yoqmaydi,negative
programmani yangi ishga tushirganimda kontaktimdagi odamlarga sms ketib qolibhisobimda pul qolmadibuni hammaga sms tarzida bildirish shart emas,negative
telegramimnideleted akkaunt qilmoqchi bo'lsam kodini smsdan kiribbilib yozaman deganimcha chiqib ketib akkaunt qila olmayapmanjuda qiynaldim,negative
ilovaga kirgan payt so`rovnomalar juda ko`p,negative
registratsiyada reklamalar juda ko`p,negative
ovozli kiritish dasturi yo`q,negative
jin ursin bu ilovani,negative
iflos va jirkanch videolar oqimi to`xtovsiz,negative
ixtiyoriy shaxs kirishi mumkin emas,negative
behayouyatsiz rasmlar kelishi yoshlar onggigasalbiy ta'sir ko`rsatadi,negative
animatsiyalardan umuman foydalanilmagan,negative
juda ishyoqmas bo`lib ketganlar uchun foydalidir,negative
ishga umuman yaroqsiz ilova,negative
ovsar va galvarslar foydalanishi uchun bo`lsa kerak,negative
sotib olish juda qimmat,negative
trafik isrofi juda ayanchli,negative
ahmoqona ishlangan dastur,negative
so`rovnomaga javob kelishi juda qiyin,negative
ovoz yozib oluvchi dasturishlashi ba'zida to`xtab qoladi,negative
yolg'on reklamalar juda ko`p,negative
yashirin foydalanish bandlari kiritilmagan,negative
mishiqi va yoqimsiz va galvarsla yaratgan shekilli,negative
ishlatilgan ranglar yoqimsizkayfiyatni buzadi,negative
kompyuter ekranida noto`g`ri joylashadi,negative
shablonlarni joylashtirishni imkoni yo`q,negative
jadvallar ixcham va hamma tushunishi oson yo`lda yaratilmagan,negative
ma'lumotlar bazasini tashkillashtirishda xatolikka yo`l qo`yilgan,negative
wifi avtomatik tarzda ochilib ketadi,negative
parollashkodlash imkoniyati mavjud emas,negative
avtosaqlash dasturiy qismi mavjud emas,negative
dasturni kelgan joydan davom ettrishni imkoni yo`q,negative
ovozli xabar kelishi mavjud emas,negative
garafika dizaynida xatoliklar juda ko`p,negative
dastur haqida ma'lumotlar yetarli emas,negative
dastur ishga tushishi juda qiyin,negative
ilova sifatli ishlamaganidan buyurtmalar yetib kelmaydi,negative
buyurtmalar qabul qilishda receptionistlarning qo`polligi,negative
tarmoqqa ulanishi bilan barcha foydalanuvchilar sen haqingda bilib olishadi,negative
mahfiylik mavjud emas,negative
xabarnomalar foydalanuvchini vaqtini oladifikrini bo`ladi,negative
yaratuvchilar umuman e'tiborsiz holda yaratganlar,negative
buyurtmalar o`z vaqtida yetib kelmdi,negative
foydalanuvchilarni ko`pligidan tarmoqda nosozliklar yuzaga keladi,negative
dasturdan tarmoq ochiq holda foydalanilganidan viruslar kirishi oson,negative
aksariyat foydalanuvchilarni bemalol server kompyuteridan osonlik bilan foydalanishiga yo`l qo`yilishi,negative
server himoya tizimi yaxshi himoyalanmagan,negative
dasturchilarning yolg`on reklamalari sanoqsiz,negative
ishonchsizrasvo va kayfiyatni buzadi,negative
avtoyangilanish yo`q,negative
bluetooth orqali buzib kirish oson,negative
mobil faol nuqta orqali buzib kirish oson,negative
xavfsizlik jihatidan ojiz,negative
umuman qiziqsiz,negative
registratsiya bo`lmaguncha dasturyoki boshqa bir fayl yuklab olib bo`lmaydi,negative
yuklash paytida juda ko`p sahifalar ochishga to`gri keladiso`rovnomalar ketmaketligi odamni jahlini chiqaradi,negative
besabab to`lovlar so`rovnomasi keladi,negative
audio xabarlarda yoqimsizyomon so`zlar ko`p,negative
foydalanuvchilarning jo`natmalari avtomatik tarzda ochiladi,negative
ijtimoiy tarmoqlardagi akkauntlarga jo`natish imkoniyati yo`q,negative
online holatdan boshqa paytda kirish imkoniyati yo`q,negative
tijorat uchun foydalanib bo`lmaydi,negative
ba'zi dasturlarga avtomatik tarzda o`tib bo'lmaydi,negative
quvvat isrofi haddan ziyod,negative
bu dastur umuman qulay emasw,negative
reklamalar juda ko'p,negative
kerakli ma'lumotlar to'liq emas,negative
ishlatish qulay emas,negative
sifati yaxshi emas,negative
sifatsiz,negative
tushunarsiz,negative
talabga javob bermaydi,negative
keraksiz ma'iumotlar ko'p,negative
xatoliklar ko'p,negative
dizayini yaxshi emas,negative
bemani narsalar kop,negative
etiborga arzimaydi,negative
ishlash faoliyasi juda sust,negative
umuman keraksiz dastur,negative
vaqt ajratishga arzimaydi,negative
malumotlarni birdaniga yo'q qilib yuboradi,negative
viruslarga to'lib yotipdi,negative
keraksiz dastur ekan,negative
ishlatishdan foyda yo'q,negative
eski versiyalari ko'p,negative
bemani narsalarni ko'rsatadi,negative
bu dastur haqida yaxshi gap aytish qiyin,negative
umuman ishlash tezligi past,negative
foydalanish qiyin,negative
stickerlar juda ko'p bemanigarchilik,negative
kayfiyatga yomon ta'sir qiladimenga umuman yoqmadi,negative
tezlik juda yomon,negative
bizada internet tezligidan ko'ra toshbaqa tezro yuradi,negative
iltimos kuting degan gap ko'p ekranga chiqar ekanrasvo bu,negative
qora rang ko'p ishlatilgan,negative
ma'lumotlarda xatoliklar ko'p,negative
asossiz ma'lumotlarkeltirilgan,negative
tushunarsiz lavhalar juda ko'p,negative
bunday ilovalardan umuman foydalanmasdim,negative
ilovalar umuman tartibsiz joylashgan,negative
bu kuningdan battar bo'l,negative
umuman foydasiz narsalar bor,negative
axloqsizlik bu,negative
bemanilik,negative
